sci_data_set_name,sci_targname,sci_hapnum,sci_haspnum,sci_hslanum,sci_instrume,sci_aper_1234,sci_spec_1234,sci_actual_duration,sci_start_time,sci_pep_id,sci_pi_last_name,sci_ra,sci_dec,sci_refnum,sci_central_wavelength,sci_release_date,sci_stop_time,sci_preview_name,scp_scan_type,sci_hlsp
IBF312050,M31-B01-F12-IR,1,0,0,WFC3  ,IR-FIX,F160W,1596.925048,2010-07-24T12:54:24.820000,12058,DALCANTON,10.62714291667,41.28814444444,32,15369.176,2010-07-24T17:25:22,2010-07-24T13:39:02.067000,IBF312050,,9
IBF312FHQ,M31-B01-F12-IR,0,0,0,WFC3  ,IR-FIX,F110W,699.232483,2010-07-24T13:02:05.843000,12058,DALCANTON,10.62706262153,41.28809051736,32,11534.459,2010-07-24T17:11:10,2010-07-24T13:13:45.077000,IBF312FHQ,,1
IBF312030,M31-B01-F12-UVIS,1,0,0,WFC3  ,UVIS-CENTER,F336W,1250.0,2010-07-24T11:24:11.333000,12058,DALCANTON,10.62589490754,41.28805495466,32,3354.57375,2010-07-24T16:51:50,2010-07-24T11:56:02.323000,IBF312030,,9
IBF312040,M31-B01-F12-UVIS,1,0,0,WFC3  ,UVIS-CENTER,F275W,925.0,2010-07-24T11:35:52.327000,12058,DALCANTON,10.62589490754,41.28805495466,32,2706.4933,2010-07-24T16:52:18,2010-07-24T12:08:15.317000,IBF312040,,9
JBF309010,M31-B01-F12-WFC,1,0,0,ACS   ,WFC,CLEAR1L;F814W,1715.0,2010-12-25T11:24:26.587000,12058,DALCANTON,10.63105664252,41.29165656564,32,8045.5303,2010-12-25T16:35:25,2010-12-25T12:43:41.617000,JBF309010,,9
JBF309020,M31-B01-F12-WFC,1,0,0,ACS   ,WFC,F475W;CLEAR2L,1900.0,2010-12-25T13:05:42.587000,12058,DALCANTON,10.63105528579,41.29165681533,32,4746.957,2010-12-25T21:39:58,2010-12-25T14:40:07.633000,JBF309020,,9
IBF313050,M31-B01-F13-IR,1,0,0,WFC3  ,IR-FIX,F160W,1197.693786,2010-12-21T01:09:29.077000,12058,DALCANTON,10.80842416667,41.18708055556,32,15369.176,2010-12-21T06:07:52,2010-12-21T02:13:02.327000,IBF313050,,9
IBF313IMQ,M31-B01-F13-IR,0,0,0,WFC3  ,IR-FIX,F110W,799.231873,2010-12-21T01:17:10.103000,12058,DALCANTON,10.80848094824,41.18711854115,32,11534.459,2010-12-21T05:51:35,2010-12-21T01:30:29.333000,IBF313IMQ,,1
IBF313JMQ,M31-B01-F13-IR,0,0,0,WFC3  ,IR-FIX,F160W,499.231873,2010-12-21T02:45:28.087000,12058,DALCANTON,10.80845405569,41.18713256745,32,15369.176,2010-12-21T05:53:52,2010-12-21T02:53:47.317000,IBF313JMQ,,
IBF313030,M31-B01-F13-UVIS,1,0,0,WFC3  ,UVIS-CENTER,F336W,1350.0,2010-12-20T22:42:57.607000,12058,DALCANTON,10.80967025102,41.18717003175,32,3354.57375,2010-12-21T04:08:58,2010-12-20T23:46:48.597000,IBF313030,,9
IBF313040,M31-B01-F13-UVIS,1,0,0,WFC3  ,UVIS-CENTER,F275W,1010.0,2010-12-20T22:54:38.600000,12058,DALCANTON,10.80967025102,41.18717003175,32,2706.4933,2010-12-21T04:09:03,2010-12-21T00:30:51.607000,IBF313040,,9
JBF316010,M31-B01-F13-WFC,1,0,0,ACS   ,WFC,CLEAR1L;F814W,1520.0,2010-07-24T19:21:23.270000,12058,DALCANTON,10.80431644543,41.18344963346,32,8045.5298,2010-07-24T23:36:43,2010-07-24T20:01:46.303000,JBF316010,,9
JBF316020,M31-B01-F13-WFC,1,0,0,ACS   ,WFC,F475W;CLEAR2L,1720.0,2010-07-24T20:53:15.270000,12058,DALCANTON,10.80431779902,41.18344938101,32,4746.957,2010-07-25T00:30:10,2010-07-24T21:36:42.303000,JBF316020,,9
IBF314050,M31-B01-F14-IR,1,0,0,WFC3  ,IR-FIX,F160W,1197.693786,2010-12-25T23:30:12.087000,12058,DALCANTON,10.76832333333,41.20050277778,32,15369.176,2010-12-26T04:00:35,2010-12-26T01:12:45.333000,IBF314050,,9
IBF314I1Q,M31-B01-F14-IR,0,0,0,WFC3  ,IR-FIX,F110W,799.231873,2010-12-26T00:03:09.077000,12058,DALCANTON,10.76838012654,41.20054076337,32,11534.459,2010-12-26T03:52:00,2010-12-26T00:16:28.310000,IBF314I1Q,,1
IBF314IHQ,M31-B01-F14-IR,0,0,0,WFC3  ,IR-FIX,F160W,499.231873,2010-12-26T01:14:44.087000,12058,DALCANTON,10.76835322848,41.20055478967,32,15369.176,2010-12-26T03:56:28,2010-12-26T01:23:03.317000,IBF314IHQ,,
IBF314030,M31-B01-F14-UVIS,1,0,0,WFC3  ,UVIS-CENTER,F336W,1350.0,2010-12-25T21:08:36.583000,12058,DALCANTON,10.7695696732,41.20059225397,32,3354.57375,2010-12-26T02:00:08,2010-12-25T22:38:57.590000,IBF314030,,9
IBF314040,M31-B01-F14-UVIS,1,0,0,WFC3  ,UVIS-CENTER,F275W,1010.0,2010-12-25T21:54:17.607000,12058,DALCANTON,10.7695696732,41.20059225397,32,2706.4933,2010-12-26T02:00:44,2010-12-25T22:52:35.573000,IBF314040,,9
JBF317010,M31-B01-F14-WFC,1,0,0,ACS   ,WFC,CLEAR1L;F814W,1520.0,2010-07-24T22:35:42.280000,12058,DALCANTON,10.76424003389,41.19687182765,32,8045.5298,2010-07-25T04:48:10,2010-07-24T23:16:05.310000,JBF317010,,9
JBF317020,M31-B01-F14-WFC,1,0,0,ACS   ,WFC,F475W;CLEAR2L,1720.0,2010-07-25T00:11:00.263000,12058,DALCANTON,10.76424138775,41.1968715752,32,4746.957,2010-07-25T07:59:19,2010-07-25T01:56:43.297000,JBF317020,,9
